"ArticleID";"ArticleName";"SKU";"EAN";"ProductName";"Archetype";"Gender";"CountryOfOrigin";"Color";"Size";"PrimeCost";"Filter_collar";"Fastener";"Fit";"Lining";"Material";"Season";"Style"
"620396859c382b004d73b1db";"undefined, Schwarz, L";"undefined-SCHWARZ-L";;;;"men";;;"L";;;"Front-Reißverschluss";"Regular-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Bomber Stil"
"616c5fae9c382b004d380ff5";"095 Skirt, Schwarz, 2XL";"95-SCHWARZ-2XL";"4260637853059";"095 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"2XL";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fae9c382b004d380ff1";"095 Skirt, Schwarz, L";"95-SCHWARZ-L";"4260637853035";"095 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"L";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fae9c382b004d380fef";"095 Skirt, Schwarz, M";"95-SCHWARZ-M";"4260637853028";"095 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"M";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fae9c382b004d380fed";"095 Skirt, Schwarz, S";"95-SCHWARZ-S";"4260637853011";"095 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"S";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fae9c382b004d380ff3";"095 Skirt, Schwarz, XL";"95-SCHWARZ-XL";"4260637853042";"095 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"XL";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fae9c382b004d380feb";"095 Skirt, Schwarz, XS";"95-SCHWARZ-XS";"4260637853004";"095 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"XS";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810bc";"0132 Skirt, Cognac Braun, 2XL";"132-COGNAC BRAUN-2XL";"4260752577953";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Cognac Braun";"2XL";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810b8";"0132 Skirt, Cognac Braun, L";"132-COGNAC BRAUN-L";"4260752577939";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Cognac Braun";"L";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810b6";"0132 Skirt, Cognac Braun, M";"132-COGNAC BRAUN-M";"4260752577922";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Cognac Braun";"M";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810b4";"0132 Skirt, Cognac Braun, S";"132-COGNAC BRAUN-S";"4260752577915";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Cognac Braun";"S";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810ba";"0132 Skirt, Cognac Braun, XL";"132-COGNAC BRAUN-XL";"4260752577946";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Cognac Braun";"XL";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810b2";"0132 Skirt, Cognac Braun, XS";"132-COGNAC BRAUN-XS";"4260752577908";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Cognac Braun";"XS";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810b0";"0132 Skirt, 2XL, Schwarz";"132-2XL-SCHWARZ";"4260356552660";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"2XL";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810ac";"0132 Skirt, L, Schwarz";"132-L-SCHWARZ";"4260356552646";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"L";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810aa";"0132 Skirt, M, Schwarz";"132-M-SCHWARZ";"4260356552639";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"M";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810a8";"0132 Skirt, S, Schwarz";"132-S-SCHWARZ";"4260356552622";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"S";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810ae";"0132 Skirt, XL, Schwarz";"132-XL-SCHWARZ";"4260356552653";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"XL";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5fb49c382b004d3810a6";"0132 Skirt, XS, Schwarz";"132-XS-SCHWARZ";"4260356552615";"0132 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"XS";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Bleistiftrock"
"616c5ebd9c382b004d37df44";"275, 2XL, Cognac Braun";"275-2XL-COGNAC BRAUN";;"275";"Herren-Lederjacke";"men";"PK";"Cognac Braun";"2XL";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df46";"275, 3XL, Cognac Braun";"275-3XL-COGNAC BRAUN";;"275";"Herren-Lederjacke";"men";"PK";"Cognac Braun";"3XL";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df40";"275, L, Cognac Braun";"275-L-COGNAC BRAUN";;"275";"Herren-Lederjacke";"men";"PK";"Cognac Braun";"L";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df3e";"275, M, Cognac Braun";"275-M-COGNAC BRAUN";;"275";"Herren-Lederjacke";"men";"PK";"Cognac Braun";"M";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df3c";"275, S, Cognac Braun";"275-S-COGNAC BRAUN";;"275";"Herren-Lederjacke";"men";"PK";"Cognac Braun";"S";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df42";"275, XL, Cognac Braun";"275-XL-COGNAC BRAUN";;"275";"Herren-Lederjacke";"men";"PK";"Cognac Braun";"XL";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df38";"275, 2XL, Schwarz";"275-2XL-SCHWARZ";;"275";"Herren-Lederjacke";"men";"PK";"Schwarz";"2XL";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df3a";"275, 3XL, Schwarz";"275-3XL-SCHWARZ";;"275";"Herren-Lederjacke";"men";"PK";"Schwarz";"3XL";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df34";"275, L, Schwarz";"275-L-SCHWARZ";;"275";"Herren-Lederjacke";"men";"PK";"Schwarz";"L";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df32";"275, M, Schwarz";"275-M-SCHWARZ";;"275";"Herren-Lederjacke";"men";"PK";"Schwarz";"M";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df30";"275, S, Schwarz";"275-S-SCHWARZ";;"275";"Herren-Lederjacke";"men";"PK";"Schwarz";"S";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5ebd9c382b004d37df36";"275, XL, Schwarz";"275-XL-SCHWARZ";;"275";"Herren-Lederjacke";"men";"PK";"Schwarz";"XL";;"Stehkragen";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Gesteppter Stil / Steppjacke"
"616c5d309c382b004d377047";"410, Braun, 2XL";"410-BRAUN-2XL";"4260356557450";"410";"Herren-Lederjacke";"men";"IN";"Braun";"2XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d377049";"410, Braun, 3XL";"410-BRAUN-3XL";"4260356557467";"410";"Herren-Lederjacke";"men";"IN";"Braun";"3XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d377043";"410, Braun, L";"410-BRAUN-L";"4260356557436";"410";"Herren-Lederjacke";"men";"IN";"Braun";"L";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d377041";"410, Braun, M";"410-BRAUN-M";"4260356557429";"410";"Herren-Lederjacke";"men";"IN";"Braun";"M";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d37703f";"410, Braun, S";"410-BRAUN-S";"4260356557412";"410";"Herren-Lederjacke";"men";"IN";"Braun";"S";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d377045";"410, Braun, XL";"410-BRAUN-XL";"4260356557443";"410";"Herren-Lederjacke";"men";"IN";"Braun";"XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d37703b";"410, Schwarz, 2XL";"410-SCHWARZ-2XL";"4260356557375";"410";"Herren-Lederjacke";"men";"IN";"Schwarz";"2XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d37703d";"410, Schwarz, 3XL";"410-SCHWARZ-3XL";"4260356557382";"410";"Herren-Lederjacke";"men";"IN";"Schwarz";"3XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d377037";"410, Schwarz, L";"410-SCHWARZ-L";"4260356557351";"410";"Herren-Lederjacke";"men";"IN";"Schwarz";"L";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d377035";"410, Schwarz, M";"410-SCHWARZ-M";"4260356557344";"410";"Herren-Lederjacke";"men";"IN";"Schwarz";"M";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d377033";"410, Schwarz, S";"410-SCHWARZ-S";"4260356557337";"410";"Herren-Lederjacke";"men";"IN";"Schwarz";"S";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5d309c382b004d377039";"410, Schwarz, XL";"410-SCHWARZ-XL";"4260356557368";"410";"Herren-Lederjacke";"men";"IN";"Schwarz";"XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Baumwolle";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5fe09c382b004d381a03";"964, 2XL";"964-2XL";;"964";"Damen-Lederjacke";"women";"IN";;"2XL";;;;;;;;
"616c5fe09c382b004d3819fe";"964, L";"964-L";;"964";"Damen-Lederjacke";"women";"IN";;"L";;;;;;;;
"616c5fe09c382b004d3819fc";"964, M";"964-M";;"964";"Damen-Lederjacke";"women";"IN";;"M";;;;;;;;
"616c5fe09c382b004d3819f9";"964, S";"964-S";;"964";"Damen-Lederjacke";"women";"IN";;"S";;;;;;;;
"616c5fe09c382b004d381a01";"964, XL";"964-XL";;"964";"Damen-Lederjacke";"women";"IN";;"XL";;;;;;;;
"616c5fe09c382b004d3819f7";"964, XS";"964-XS";;"964";"Damen-Lederjacke";"women";"IN";;"XS";;;;;;;;
"616c5fb89c382b004d38112d";"1264 Skirt, Schwarz, 2XL";"1264-SCHWARZ-2XL";"4260637853172";"1264 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"2XL";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fb89c382b004d381129";"1264 Skirt, Schwarz, L";"1264-SCHWARZ-L";"4260637853158";"1264 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"L";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fb89c382b004d381127";"1264 Skirt, Schwarz, M";"1264-SCHWARZ-M";"4260637853141";"1264 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"M";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fb89c382b004d381125";"1264 Skirt, Schwarz, S";"1264-SCHWARZ-S";"4260637853134";"1264 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"S";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fb89c382b004d38112b";"1264 Skirt, Schwarz, XL";"1264-SCHWARZ-XL";"4260637853165";"1264 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"XL";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fb89c382b004d381123";"1264 Skirt, Schwarz, XS";"1264-SCHWARZ-XS";"4260637853127";"1264 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"XS";"23,00";;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fbd9c382b004d3811ad";"1265 Skirt, Schwarz, 2XL";"1265-SCHWARZ-2XL";"4260637853233";"1265 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"2XL";"23,00";;;"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fbd9c382b004d3811a9";"1265 Skirt, Schwarz, L";"1265-SCHWARZ-L";"4260637853219";"1265 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"L";"23,00";;;"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fbd9c382b004d3811a7";"1265 Skirt, Schwarz, M";"1265-SCHWARZ-M";"4260637853202";"1265 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"M";"23,00";;;"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fbd9c382b004d3811a5";"1265 Skirt, Schwarz, S";"1265-SCHWARZ-S";"4260637853196";"1265 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"S";"23,00";;;"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fbd9c382b004d3811ab";"1265 Skirt, Schwarz, XL";"1265-SCHWARZ-XL";"4260637853226";"1265 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"XL";"23,00";;;"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5fbd9c382b004d3811a3";"1265 Skirt, Schwarz, XS";"1265-SCHWARZ-XS";"4260637853189";"1265 Skirt";"Damen-Lederrock";"women";"IN";"Schwarz";"XS";"23,00";;;"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";"Jeansrock"
"616c5dac9c382b004d37a934";"1339, 2XL";"1339-2XL";"4260574211288";"1339";"Damen-Lederhose";"women";"IN";;"2XL";;;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";
"616c5dac9c382b004d37a930";"1339, L";"1339-L";"4260574211264";"1339";"Damen-Lederhose";"women";"IN";;"L";;;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";
"616c5dac9c382b004d37a92e";"1339, M";"1339-M";"4260574211257";"1339";"Damen-Lederhose";"women";"IN";;"M";;;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";
"616c5dac9c382b004d37a92c";"1339, S";"1339-S";"4260574211240";"1339";"Damen-Lederhose";"women";"IN";;"S";;;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";
"616c5dac9c382b004d37a932";"1339, XL";"1339-XL";"4260574211271";"1339";"Damen-Lederhose";"women";"IN";;"XL";;;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";
"616c5dac9c382b004d37a92a";"1339, XS";"1339-XS";"4260574211233";"1339";"Damen-Lederhose";"women";"IN";;"XS";;;"Knopf und Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Ganzjahresartikel ";
"616c629f9c382b004d38ec19";"3283, Weiß, 2XL";"3283-WEISS-2XL";;"3283";"Herren-Lederjacke";"men";"PK";"Weiß";"2XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c629f9c382b004d38ec1b";"3283, Weiß, 3XL";"3283-WEISS-3XL";;"3283";"Herren-Lederjacke";"men";"PK";"Weiß";"3XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c629f9c382b004d38ec15";"3283, Weiß, L";"3283-WEISS-L";;"3283";"Herren-Lederjacke";"men";"PK";"Weiß";"L";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c629f9c382b004d38ec13";"3283, Weiß, M";"3283-WEISS-M";;"3283";"Herren-Lederjacke";"men";"PK";"Weiß";"M";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c629f9c382b004d38ec11";"3283, Weiß, S";"3283-WEISS-S";;"3283";"Herren-Lederjacke";"men";"PK";"Weiß";"S";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c629f9c382b004d38ec17";"3283, Weiß, XL";"3283-WEISS-XL";;"3283";"Herren-Lederjacke";"men";"PK";"Weiß";"XL";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c629f9c382b004d38ec0f";"3283, Weiß, XS";"3283-WEISS-XS";;"3283";"Herren-Lederjacke";"men";"PK";"Weiß";"XS";;"Stehkragen mit Knopfverschluss";"Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"6221db869c382b004d535ddf";"4517, Rot, 3XL";"4517-ROT-3XL";;"4517";;"none";;"Rot";"3XL";;;;;;;;
"6221db869c382b004d535db5";"4517, Rot, L";"4517-ROT-L";;"4517";;"none";;"Rot";"L";;;;;;;;
"6221db869c382b004d535da7";"4517, Rot, M";"4517-ROT-M";;"4517";;"none";;"Rot";"M";;;;;;;;
"6221db869c382b004d535d99";"4517, Rot, S";"4517-ROT-S";;"4517";;"none";;"Rot";"S";;;;;;;;
"6221db869c382b004d535dc3";"4517, Rot, XL";"4517-ROT-XL";;"4517";;"none";;"Rot";"XL";;;;;;;;
"6221db869c382b004d535dd1";"4517, Rot, XXL";"4517-ROT-XXL";;"4517";;"none";;"Rot";"XXL";;;;;;;;
"6221db869c382b004d535dd8";"4517, Schwarz, 3XL";"4517-SCHWARZ-3XL";;"4517";;"none";;"Schwarz";"3XL";;;;;;;;
"6221db869c382b004d535dae";"4517, Schwarz, L";"4517-SCHWARZ-L";;"4517";;"none";;"Schwarz";"L";;;;;;;;
"6221db869c382b004d535da0";"4517, Schwarz, M";"4517-SCHWARZ-M";;"4517";;"none";;"Schwarz";"M";;;;;;;;
"6221db869c382b004d535d92";"4517, Schwarz, S";"4517-SCHWARZ-S";;"4517";;"none";;"Schwarz";"S";;;;;;;;
"6221db869c382b004d535dbc";"4517, Schwarz, XL";"4517-SCHWARZ-XL";;"4517";;"none";;"Schwarz";"XL";;;;;;;;
"6221db869c382b004d535dca";"4517, Schwarz, XXL";"4517-SCHWARZ-XXL";;"4517";;"none";;"Schwarz";"XXL";;;;;;;;
"616c5f7c9c382b004d380a34";"5134, 2XL";"5134-2XL";;"5134";"Herren-Lederjacke";"men";"IN";;"2XL";;"Polokragen";"Front-Reißverschluss";"Slim-Fit";"Kunstfellfütterung";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Piloten Stil"
"616c5f7c9c382b004d380a36";"5134, 3XL";"5134-3XL";;"5134";"Herren-Lederjacke";"men";"IN";;"3XL";;"Polokragen";"Front-Reißverschluss";"Slim-Fit";"Kunstfellfütterung";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Piloten Stil"
"616c5f7c9c382b004d380a30";"5134, L";"5134-L";;"5134";"Herren-Lederjacke";"men";"IN";;"L";;"Polokragen";"Front-Reißverschluss";"Slim-Fit";"Kunstfellfütterung";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Piloten Stil"
"616c5f7c9c382b004d380a2e";"5134, M";"5134-M";;"5134";"Herren-Lederjacke";"men";"IN";;"M";;"Polokragen";"Front-Reißverschluss";"Slim-Fit";"Kunstfellfütterung";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Piloten Stil"
"616c5f7c9c382b004d380a2c";"5134, S";"5134-S";;"5134";"Herren-Lederjacke";"men";"IN";;"S";;"Polokragen";"Front-Reißverschluss";"Slim-Fit";"Kunstfellfütterung";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Piloten Stil"
"616c5f7c9c382b004d380a32";"5134, XL";"5134-XL";;"5134";"Herren-Lederjacke";"men";"IN";;"XL";;"Polokragen";"Front-Reißverschluss";"Slim-Fit";"Kunstfellfütterung";"Lamm-Nappa Leder";"Herbst/Winter - Übergangsmantel";"Piloten Stil"
"616c5fda9c382b004d3814ef";"7620, Cognac Braun, 2XL";"7620-COGNAC BRAUN-2XL";"4260637854322";"7620";"Damen-Lederjacke";"women";"PK";"Cognac Braun";"2XL";;"Reverskragen";"Schräger Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5fda9c382b004d3814eb";"7620, Cognac Braun, L";"7620-COGNAC BRAUN-L";"4260637854308";"7620";"Damen-Lederjacke";"women";"PK";"Cognac Braun";"L";;"Reverskragen";"Schräger Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5fda9c382b004d3814e9";"7620, Cognac Braun, M";"7620-COGNAC BRAUN-M";"4260637854292";"7620";"Damen-Lederjacke";"women";"PK";"Cognac Braun";"M";;"Reverskragen";"Schräger Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5fda9c382b004d3814e7";"7620, Cognac Braun, S";"7620-COGNAC BRAUN-S";"4260637854285";"7620";"Damen-Lederjacke";"women";"PK";"Cognac Braun";"S";;"Reverskragen";"Schräger Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
"616c5fda9c382b004d3814ed";"7620, Cognac Braun, XL";"7620-COGNAC BRAUN-XL";"4260637854315";"7620";"Damen-Lederjacke";"women";"PK";"Cognac Braun";"XL";;"Reverskragen";"Schräger Front-Reißverschluss";"Slim-Fit";"Polysatin";"Lamm-Nappa Leder";"Frühling/Herbst - Übergang";"Biker Stil"
